Surname,Experiment Group,Drainage Region Set,Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Rate of Mass Change (Gt/month),Rate of Mass Change Uncertainty (Gt/month)
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2011.874,4.966,0.892
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2011.956,24.325,3.268
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.041,6.134,1.112
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.123,16.859,2.425
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.205,6.423,1.191
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.290,6.406,1.235
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.371,9.381,1.738
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.456,5.018,0.941
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.538,7.567,1.325
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.623,10.542,1.781
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.708,9.325,1.424
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.790,11.279,1.795
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.874,14.616,2.269
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2012.956,2.611,0.624
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.041,-3.776,0.133
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.123,10.560,1.901
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.203,9.297,1.694
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.288,6.161,1.195
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.370,8.678,1.412
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.455,3.253,0.368
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.537,5.784,1.069
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.622,12.086,2.000
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.707,4.508,0.918
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.789,5.417,0.954
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.874,35.126,3.968
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2013.956,2.744,0.526
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.041,3.478,0.854
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.123,6.200,1.249
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.203,10.458,1.606
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.288,0.981,0.196
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.370,10.204,1.545
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.455,6.714,1.194
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.537,6.055,1.132
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.622,18.235,2.462
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.707,1.834,0.355
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.789,9.035,1.436
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.874,9.601,1.209
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2014.956,-0.113,0.120
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.041,7.413,1.252
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.123,5.809,1.032
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.203,11.253,1.888
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.288,3.422,0.643
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.370,9.180,1.461
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.455,8.555,1.314
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.537,13.481,2.476
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.622,4.350,0.621
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.707,14.298,2.289
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.789,5.538,0.998
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.874,21.365,2.487
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2015.956,0.811,0.358
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.041,3.455,0.671
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.123,9.195,1.397
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.205,19.642,2.832
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.290,12.458,1.610
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.371,16.449,2.233
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.456,8.072,1.451
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.538,4.570,0.806
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.623,11.756,1.780
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.708,3.079,0.484
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.790,20.969,3.062
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.874,0.765,0.252
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2016.956,0.247,0.226
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.041,2.344,0.538
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.123,17.632,2.265
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.203,17.445,2.957
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.288,14.711,2.305
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.370,7.670,1.475
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.455,5.817,1.118
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.537,10.056,1.803
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.622,2.410,0.388
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.707,6.903,0.946
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.789,2.519,0.458
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.874,21.509,3.120
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2017.956,1.035,0.483
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.041,4.115,0.895
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.123,10.028,1.771
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.203,8.536,1.423
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.288,10.886,1.600
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.370,22.754,2.280
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.455,15.354,2.265
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.537,8.123,1.489
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.622,6.433,1.128
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.707,6.900,1.255
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.789,15.745,2.542
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.874,1.142,0.290
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2018.956,0.370,0.186
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.041,10.087,1.650
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.123,7.006,1.383
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.203,2.502,0.528
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.288,8.155,1.402
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.370,8.942,1.371
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.455,7.895,1.528
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.537,4.285,0.727
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.622,4.765,0.819
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.707,4.295,0.830
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.789,11.009,1.874
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.874,3.563,0.610
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2019.956,2.066,0.522
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.041,2.503,0.703
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.123,4.568,0.934
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.205,15.724,2.177
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.290,12.417,1.752
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.371,7.005,1.170
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.456,12.627,2.126
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.538,9.873,1.581
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.623,5.715,1.046
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.708,6.649,1.215
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.790,7.463,1.232
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.874,19.557,2.363
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2020.956,5.441,0.757
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.041,1.553,0.448
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.123,0.201,0.095
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.203,26.369,3.614
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.288,10.723,1.834
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.370,10.379,1.988
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.455,12.048,2.096
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.537,5.713,1.071
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.622,6.541,1.043
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.707,23.131,3.342
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.789,6.628,1.031
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.874,19.985,3.027
Hansen,SBM,Rignot,A-Ap,803952.000,802670.581,2021.956,5.605,0.772
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.041,7.898,1.379
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.123,15.910,3.214
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.205,9.525,1.776
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.290,8.642,1.536
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.371,9.118,1.644
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.456,4.124,0.376
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.538,5.224,0.669
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.623,14.368,2.861
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.708,6.504,0.985
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.790,24.546,4.822
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.874,8.372,1.379
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1980.956,5.618,0.701
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.041,9.872,1.895
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.123,11.949,2.398
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.203,8.814,1.581
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.288,11.152,2.178
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.370,15.261,3.068
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.455,5.512,0.727
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.537,9.346,1.726
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.622,8.872,1.525
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.707,7.879,1.325
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.789,5.052,0.611
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.874,11.387,2.257
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1981.956,8.148,1.443
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.041,11.159,2.124
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.123,8.688,1.509
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.203,7.732,1.307
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.288,11.458,2.012
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.370,11.835,2.365
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.455,12.775,2.578
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.537,18.385,3.793
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.622,7.694,1.299
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.707,10.980,2.133
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.789,33.154,5.636
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.874,3.398,0.294
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1982.956,6.205,0.936
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.041,5.274,0.675
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.123,8.170,1.411
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.203,12.392,2.448
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.288,20.082,3.971
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.370,15.887,3.305
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.455,6.174,0.900
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.537,12.499,2.411
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.622,11.084,2.093
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.707,15.221,2.965
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.789,9.741,1.648
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.874,4.272,0.427
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1983.956,4.172,0.396
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.041,8.320,1.567
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.123,12.387,2.294
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.205,11.013,2.157
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.290,8.453,1.491
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.371,15.934,3.369
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.456,8.599,1.524
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.538,18.329,3.656
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.623,9.693,1.741
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.708,11.576,2.090
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.790,7.836,1.328
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.874,3.416,0.334
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1984.956,6.085,0.896
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.041,5.523,0.730
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.123,8.303,1.455
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.203,15.390,3.266
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.288,10.150,1.789
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.370,20.270,3.999
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.455,8.288,1.434
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.537,16.330,3.255
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.622,24.062,4.670
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.707,19.861,3.816
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.789,8.628,1.499
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.874,5.399,0.713
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1985.956,2.382,0.188
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.041,5.188,0.723
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.123,13.731,2.776
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.203,10.215,1.969
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.288,15.303,3.027
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.370,7.840,1.327
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.455,10.811,2.039
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.537,7.541,1.267
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.622,14.980,3.081
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.707,7.083,1.117
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.789,5.391,0.674
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.874,11.825,2.294
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1986.956,3.533,0.266
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.041,6.013,0.834
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.123,13.175,2.718
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.203,8.764,1.521
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.288,21.368,4.042
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.370,14.804,3.112
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.455,7.871,1.293
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.537,11.098,2.106
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.622,7.976,1.361
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.707,6.987,1.123
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.789,6.683,1.032
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.874,7.982,1.390
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1987.956,5.620,0.716
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.041,11.538,2.300
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.123,15.922,3.249
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.205,19.556,4.338
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.290,10.998,2.141
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.371,11.658,2.258
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.456,13.273,2.724
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.538,6.312,0.933
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.623,8.163,1.405
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.708,9.026,1.607
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.790,5.492,0.723
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.874,6.443,0.913
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1988.956,13.946,2.481
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.041,12.009,2.269
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.123,4.434,0.464
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.203,21.647,4.431
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.288,13.215,2.630
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.370,13.995,2.684
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.455,21.086,4.264
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.537,18.676,3.223
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.622,4.106,0.384
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.707,10.847,1.872
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.789,5.387,0.723
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.874,7.715,1.275
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1989.956,2.865,0.130
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.041,5.325,0.693
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.123,6.374,0.966
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.203,9.856,1.854
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.288,14.166,2.928
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.370,8.956,1.624
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.455,19.468,3.698
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.537,10.792,1.976
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.622,9.677,1.782
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.707,26.325,5.126
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.789,7.879,1.347
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.874,13.033,2.642
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1990.956,3.038,0.140
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.041,4.093,0.407
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.123,13.807,2.856
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.203,18.156,3.904
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.288,11.163,2.148
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.370,13.714,2.769
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.455,6.678,1.015
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.537,6.699,1.036
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.622,8.400,1.428
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.707,16.513,3.170
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.789,20.321,3.813
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.874,7.929,1.238
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1991.956,4.074,0.407
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.041,9.344,1.714
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.123,11.236,2.175
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.205,12.414,2.495
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.290,12.516,2.464
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.371,8.329,1.459
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.456,7.529,1.248
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.538,8.354,1.471
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.623,5.590,0.736
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.708,15.121,2.983
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.790,14.418,2.722
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.874,9.134,1.608
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1992.956,3.042,0.290
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.041,3.124,0.171
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.123,6.909,1.100
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.203,15.933,3.105
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.288,11.233,2.182
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.370,16.247,3.437
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.455,13.157,2.698
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.537,4.335,0.493
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.622,18.720,3.772
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.707,4.821,0.568
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.789,6.110,0.903
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.874,9.843,1.770
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1993.956,6.706,1.064
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.041,3.618,0.281
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.123,9.797,1.832
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.203,14.139,2.838
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.288,8.686,1.566
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.370,11.051,2.136
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.455,4.276,0.418
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.537,3.858,0.310
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.622,15.508,3.190
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.707,12.696,2.473
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.789,4.079,0.374
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.874,9.500,1.761
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1994.956,5.255,0.716
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.041,7.130,1.179
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.123,5.485,0.769
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.203,10.047,1.896
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.288,19.416,4.104
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.370,20.226,4.286
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.455,14.434,2.926
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.537,4.859,0.568
Hansen,SBM,Rignot,Jpp-K,2108880.000,2108880.000,1995.622,5.336,0.690
